region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state,latitude,longitude
mendocino county,0,2019,chrysler,300,excellent,6 cylinders,gas,28293,clean,automatic,rwd,full-size,sedan,white,ca,39.03292,-122.92535
mendocino county,0,2019,dodge,challenger,excellent,6 cylinders,gas,33039,clean,automatic,rwd,mid-size,coupe,black,ca,39.03292,-122.92535
mendocino county,0,2019,chevrolet,tahoe,excellent,8 cylinders,gas,44751,clean,automatic,rwd,full-size,SUV,black,ca,39.03292,-122.92535
mendocino county,0,2019,toyota,highlander,excellent,6 cylinders,gas,25910,clean,automatic,4wd,mid-size,SUV,silver,ca,39.03292,-122.92535
mendocino county,0,2019,chevrolet,camaro,excellent,6 cylinders,gas,34564,clean,automatic,rwd,compact,convertible,black,ca,39.03292,-122.92535
mendocino county,0,2020,ram,1500,excellent,8 cylinders,gas,30061,clean,automatic,rwd,mid-size,truck,white,ca,39.03292,-122.92535
mendocino county,0,2020,chevrolet,tahoe,excellent,8 cylinders,gas,49199,clean,automatic,rwd,full-size,SUV,black,ca,39.03292,-122.92535
merced,29980,2019,ford,escape sel ecoboost,like new,4 cylinders,gas,3850,clean,automatic,4wd,mid-size,SUV,grey,ca,37.534439,-120.793801
modesto,30900,2019,cadillac,xts luxury sedan 4d,like new,6 cylinders,gas,32936,clean,automatic,rwd,full-size,sedan,silver,ca,37.4888,-120.8535
modesto,34777,2019,chevrolet,traverse lt,like new,6 cylinders,gas,57154,clean,automatic,fwd,mid-size,SUV,grey,ca,36.62867,-119.680793
modesto,31900,2019,cadillac,xts luxury sedan 4d,like new,6 cylinders,gas,32936,clean,automatic,rwd,full-size,sedan,silver,ca,37.4888,-120.8535
modesto,19500,2019,hyundai,veloster,excellent,4 cylinders,gas,14400,clean,automatic,fwd,sub-compact,hatchback,grey,ca,37.5222,-120.8486
modesto,31900,2019,cadillac,xts luxury sedan 4d,like new,6 cylinders,gas,32936,clean,automatic,rwd,full-size,sedan,silver,ca,37.4888,-120.8535
modesto,21893,2019,toyota,camry,like new,4 cylinders,gas,34193,clean,automatic,fwd,full-size,sedan,blue,ca,37.7298,-120.942
monterey bay,39000,2020,chevrolet,camaro,good,8 cylinders,gas,4500,clean,automatic,rwd,compact,coupe,green,ca,36.7243,-121.6505
monterey bay,50000,2021,toyota,tundra trd offroad,like new,8 cylinders,gas,1500,clean,automatic,4wd,full-size,truck,white,ca,36.6217,-121.7935
monterey bay,49995,2020,toyota,tacoma trd pro,like new,6 cylinders,gas,12978,clean,automatic,4wd,full-size,truck,black,ca,35.246801,-120.667596
monterey bay,84900,2019,chevrolet,3500hd high country,excellent,8 cylinders,diesel,20650,clean,automatic,4wd,full-size,pickup,black,ca,36.6677,-121.6596
monterey bay,42500,2019,jeep,grand cherokee,like new,8 cylinders,gas,12500,clean,automatic,4wd,mid-size,SUV,white,ca,36.6217,-121.7935
orange county,70000,2021,ford,f250 lariat,like new,8 cylinders,gas,4000,lien,automatic,4wd,full-size,pickup,white,ca,33.8181,-118.0357
orange county,50000,2019,toyota,tundra,excellent,8 cylinders,gas,10000,clean,automatic,4wd,full-size,offroad,grey,ca,33.927,-117.885
orange county,34900,2019,toyota,tacoma 2wd,excellent,4 cylinders,gas,16464,clean,automatic,rwd,full-size,truck,white,ca,33.91885,-117.5585
orange county,26900,2020,toyota,rav4,excellent,4 cylinders,gas,29055,clean,automatic,fwd,full-size,SUV,black,ca,33.91885,-117.5585
orange county,21900,2020,chevrolet,equinox,excellent,4 cylinders,gas,21092,clean,automatic,fwd,full-size,SUV,blue,ca,33.91885,-117.5585
orange county,52900,2020,jeep,gladiator,excellent,6 cylinders,gas,12016,clean,automatic,4wd,full-size,truck,white,ca,33.91885,-117.5585
orange county,42900,2020,chevrolet,silverado 1500,excellent,8 cylinders,gas,21506,clean,automatic,rwd,full-size,truck,black,ca,33.91885,-117.5585
orange county,27900,2021,chevrolet,trailblazer,excellent,3 cylinders,gas,18320,clean,automatic,rwd,full-size,SUV,white,ca,33.91885,-117.5585
orange county,23900,2019,dodge,challenger,excellent,6 cylinders,gas,36049,clean,automatic,rwd,mid-size,coupe,blue,ca,33.91885,-117.5585
orange county,32900,2020,dodge,challenger,excellent,8 cylinders,gas,23132,clean,automatic,rwd,mid-size,coupe,black,ca,33.91885,-117.5585
orange county,36900,2019,chevrolet,silverado 1500,excellent,6 cylinders,gas,70443,clean,automatic,rwd,full-size,truck,white,ca,33.91885,-117.5585
orange county,128945,2021,chevrolet,corvette convertible,new,8 cylinders,gas,19,clean,automatic,rwd,compact,convertible,orange,ca,33.7489,-117.9072
orange county,43000,2019,lexus,rx 350l,like new,6 cylinders,gas,18700,clean,automatic,fwd,mid-size,SUV,white,ca,33.6625,-117.5903
orange county,30000,2019,ford,ranger xlt,excellent,4 cylinders,gas,33000,clean,automatic,rwd,full-size,truck,white,ca,33.6295,-117.8684
orange county,0,2020,dodge,challenger,good,6 cylinders,gas,9970,clean,automatic,rwd,mid-size,coupe,grey,ca,34.186234,-118.404918
orange county,27000,2020,fiat,124 spider $25k,like new,4 cylinders,gas,5900,clean,automatic,rwd,compact,convertible,white,ca,33.714517,-118.049395
orange county,32900,2021,chevrolet,trailblazer,excellent,3 cylinders,gas,2626,clean,automatic,4wd,full-size,SUV,blue,ca,33.875577,-117.570384
orange county,24900,2019,chevrolet,camaro,excellent,6 cylinders,gas,26780,clean,automatic,rwd,mid-size,convertible,silver,ca,33.875577,-117.570384
orange county,34900,2019,toyota,tacoma 2wd,excellent,6 cylinders,gas,33007,clean,automatic,rwd,full-size,truck,grey,ca,33.875577,-117.570384
orange county,32900,2019,ford,mustang,excellent,8 cylinders,gas,34894,clean,automatic,rwd,mid-size,convertible,black,ca,33.875577,-117.570384
orange county,0,2019,toyota,corolla,good,4 cylinders,gas,42262,clean,automatic,fwd,compact,sedan,black,ca,34.186234,-118.404918
orange county,10500,2019,nissan,sentra,like new,4 cylinders,gas,3500,salvage,automatic,fwd,full-size,other,black,ca,33.9331,-117.9493
orange county,63990,2019,porsche,cayenne,excellent,6 cylinders,gas,12148,clean,automatic,4wd,full-size,SUV,custom,ca,33.7661,-117.9738
orange county,27500,2019,honda,accord,excellent,4 cylinders,gas,26773,clean,manual,fwd,mid-size,sedan,white,ca,33.4361,-117.6231
orange county,11500,2019,chevrolet,malibu,like new,4 cylinders,gas,30000,salvage,automatic,fwd,full-size,sedan,grey,ca,33.868,-117.9265
orange county,65000,2019,jeep,wrangler unlimited rubicon,good,6 cylinders,gas,31000,clean,automatic,4wd,mid-size,SUV,white,ca,33.8744,-117.8543
palm springs,28000,2020,mazda,cx-5,like new,4 cylinders,gas,18000,clean,automatic,fwd,mid-size,wagon,blue,ca,34.1455,-116.0601
palm springs,57925,2020,ford,f150 lariat supercrew 4x4,like new,6 cylinders,gas,12500,clean,automatic,4wd,full-size,truck,white,ca,33.815941,-116.55682
palm springs,118300,2021,rover,supercharged,new,8 cylinders,gas,5000,clean,automatic,4wd,full-size,SUV,grey,ca,33.775295,-116.411541
palm springs,22900,2020,gmc,terrain,like new,4 cylinders,gas,5000,salvage,automatic,fwd,full-size,SUV,grey,ca,33.8414,-116.5347
palm springs,71500,2019,mercedes-benz,gls550,excellent,8 cylinders,gas,27881,clean,automatic,4wd,full-size,SUV,white,ca,36.1065,-114.9192
palm springs,16750,2019,mazda,cx-5 sport suv 4d,excellent,4 cylinders,gas,30000,clean,automatic,fwd,mid-size,SUV,black,ca,34.1103,-116.4736
redding,41000,2020,kia,telluride,excellent,6 cylinders,gas,27300,clean,automatic,fwd,full-size,SUV,silver,ca,40.560243,-122.34375
redding,65988,2020,ford,f-250 super duty stx 4x4,like new,8 cylinders,other,12028,clean,automatic,4wd,full-size,pickup,white,ca,40.454899,-122.296372
redding,25900,2019,acura,tlx 3.5l v6,excellent,6 cylinders,gas,17739,clean,automatic,fwd,mid-size,sedan,silver,ca,40.5734,-122.3812
reno / tahoe,0,2019,ford,super duty f-350,excellent,8 cylinders,diesel,73649,clean,automatic,4wd,full-size,truck,white,ca,39.498,-119.8239
reno / tahoe,0,2019,jeep,wrangler sport,like new,6 cylinders,gas,22436,clean,manual,4wd,full-size,SUV,silver,ca,39.498,-119.8239
reno / tahoe,0,2019,nissan,maxima 3.5,like new,6 cylinders,gas,13171,clean,automatic,fwd,full-size,sedan,black,ca,39.498,-119.8239
reno / tahoe,0,2019,ford,super duty f-250,like new,8 cylinders,diesel,41635,clean,automatic,4wd,full-size,truck,white,ca,39.498,-119.8239
reno / tahoe,0,2019,ford,super duty f-250,like new,8 cylinders,diesel,17888,clean,automatic,4wd,full-size,truck,white,ca,39.498,-119.8239
reno / tahoe,36995,2020,ford,f-150,excellent,8 cylinders,gas,440,clean,automatic,rwd,full-size,pickup,black,ca,39.517781,-119.773093
reno / tahoe,0,2021,nissan,titan,like new,8 cylinders,gas,2200,clean,automatic,4wd,full-size,truck,red,ca,39.478192,-118.809907
reno / tahoe,36995,2020,ford,f-150,excellent,8 cylinders,gas,440,clean,automatic,rwd,full-size,pickup,black,ca,39.517781,-119.773093
reno / tahoe,0,2020,ram,1500 classic,excellent,8 cylinders,gas,30947,clean,automatic,4wd,full-size,pickup,black,ca,39.442923,-119.771489
reno / tahoe,36995,2020,ford,f-150,excellent,8 cylinders,gas,440,clean,automatic,rwd,full-size,pickup,black,ca,39.517781,-119.773093
reno / tahoe,36500,2019,lexus,nx300h,excellent,4 cylinders,hybrid,27888,clean,automatic,4wd,mid-size,SUV,grey,ca,39.5249,-119.9031
reno / tahoe,57988,2019,ford,f-350 dually crew cab,excellent,8 cylinders,diesel,84810,clean,automatic,4wd,full-size,truck,white,ca,42.7178,-114.5012
reno / tahoe,32995,2020,mercedes-benz,gla,excellent,4 cylinders,gas,14061,clean,automatic,4wd,full-size,SUV,white,ca,38.611926,-121.423565
reno / tahoe,36995,2020,ford,f-150,excellent,8 cylinders,gas,440,clean,automatic,rwd,full-size,pickup,black,ca,39.517781,-119.773093
reno / tahoe,0,2019,ford,super duty f-350 dually,excellent,8 cylinders,diesel,66064,clean,automatic,4wd,full-size,truck,white,ca,39.5955,-119.7754
reno / tahoe,17800,2020,subaru,impreza,good,4 cylinders,gas,44716,clean,automatic,4wd,mid-size,hatchback,red,ca,39.417665,-118.780072
reno / tahoe,37900,2019,ford,f150 lariat,excellent,6 cylinders,gas,82900,clean,automatic,4wd,full-size,pickup,silver,ca,39.395295,-119.894939
reno / tahoe,0,2021,nissan,titan,like new,8 cylinders,gas,2200,clean,automatic,4wd,full-size,truck,red,ca,39.478192,-118.809907
reno / tahoe,44900,2019,ford,f550 super duty,good,8 cylinders,diesel,114332,clean,automatic,rwd,full-size,truck,white,ca,37.3476,-121.887
sacramento,60988,2020,chevrolet,silverado 1500,excellent,8 cylinders,gas,17167,clean,automatic,4wd,mid-size,truck,white,ca,38.29317,-122.47158
sacramento,39000,2019,toyota,tacoma,good,6 cylinders,gas,31000,clean,automatic,4wd,full-size,truck,white,ca,38.6952,-121.3075
sacramento,20400,2019,subaru,legacy 2.5i premium,excellent,4 cylinders,gas,23687,clean,automatic,4wd,full-size,sedan,black,ca,38.4816,-121.5162
sacramento,37000,2019,volvo,s90 t8 inscription,like new,4 cylinders,hybrid,7000,clean,automatic,4wd,full-size,sedan,silver,ca,38.5816,-121.4944
sacramento,37000,2019,volvo,s90 t8 inscription,like new,4 cylinders,hybrid,7000,clean,automatic,4wd,full-size,sedan,silver,ca,38.5816,-121.4944
sacramento,18000,2019,honda,civic sport,new,4 cylinders,gas,1900,salvage,automatic,fwd,compact,sedan,silver,ca,38.6072,-121.2761
sacramento,14000,2020,nissan,altima s,good,4 cylinders,gas,10000,salvage,automatic,fwd,mid-size,sedan,grey,ca,38.6627,-121.3406
sacramento,29998,2019,subaru,crosstrek,excellent,4 cylinders,gas,30609,clean,automatic,4wd,full-size,SUV,white,ca,42.516691,-71.757701
sacramento,46000,2021,chevrolet,colorado zr2 bison,like new,6 cylinders,gas,1048,clean,automatic,4wd,mid-size,truck,brown,ca,38.372266,-121.974292
sacramento,21000,2019,chevrolet,cruze rs,excellent,4 cylinders,gas,23500,clean,automatic,fwd,mid-size,sedan,white,ca,38.7703,-121.3372
san diego,51500,2020,jeep,wrangler,excellent,6 cylinders,gas,23778,clean,automatic,4wd,mid-size,SUV,white,ca,32.59417,-117.02883
san diego,46800,2020,gmc,sierra 1500,excellent,8 cylinders,gas,8357,clean,automatic,4wd,mid-size,truck,white,ca,32.59417,-117.02883
san diego,20500,2019,hyundai,ioniq plug-in hybrid,excellent,4 cylinders,hybrid,36363,clean,automatic,fwd,mid-size,hatchback,black,ca,32.59417,-117.02883
san diego,46988,2019,ram,1500 crew cab,like new,8 cylinders,gas,39627,clean,automatic,rwd,full-size,truck,black,ca,32.6755,-117.108069
san diego,34500,2020,honda,odyssey,like new,6 cylinders,gas,17498,clean,automatic,fwd,mid-size,mini-van,white,ca,32.821792,-117.150118
san diego,24199,2019,audi,a3 2.0t premium,like new,4 cylinders,gas,16000,clean,automatic,fwd,mid-size,coupe,blue,ca,33.1072,-117.2943
san diego,34500,2020,honda,odyssey,like new,6 cylinders,gas,17498,clean,automatic,fwd,mid-size,mini-van,white,ca,32.821792,-117.150118
san diego,30995,2019,acura,ilx,excellent,4 cylinders,gas,17501,clean,automatic,fwd,full-size,sedan,black,ca,32.768827,-117.04033
san diego,15799,2020,ford,escape,good,3 cylinders,gas,1180,salvage,automatic,fwd,mid-size,SUV,orange,ca,32.644723,-117.001305
san diego,24900,2019,chevrolet,camaro,excellent,6 cylinders,gas,26780,clean,automatic,rwd,mid-size,convertible,silver,ca,33.875577,-117.570384
san diego,32900,2021,chevrolet,trailblazer,excellent,3 cylinders,gas,2626,clean,automatic,4wd,full-size,SUV,blue,ca,33.875577,-117.570384
san diego,34900,2019,toyota,tacoma 2wd,excellent,6 cylinders,gas,33007,clean,automatic,rwd,full-size,truck,grey,ca,33.875577,-117.570384
san diego,32900,2019,ford,mustang,excellent,8 cylinders,gas,34894,clean,automatic,rwd,mid-size,convertible,black,ca,33.875577,-117.570384
san diego,22357,2019,toyota,camry,excellent,4 cylinders,gas,43700,clean,automatic,fwd,full-size,sedan,silver,ca,32.846376,-116.557709
san diego,18500,2019,mercedes-benz,cla 250,like new,4 cylinders,gas,8000,salvage,automatic,4wd,mid-size,sedan,white,ca,32.6371,-117.0676
san diego,36990,2019,chevrolet,silverado 1500 z71,like new,8 cylinders,gas,9000,salvage,automatic,4wd,full-size,truck,silver,ca,32.8178,-116.9223
san diego,54999,2020,toyota,tundra sr5 4x4 trd,like new,8 cylinders,gas,17000,clean,automatic,rwd,full-size,truck,white,ca,33.114655,-117.088143
san luis obispo,39950,2021,honda,pilot touring,new,6 cylinders,gas,2320,clean,automatic,fwd,full-size,van,white,ca,34.936662,-120.234777
san luis obispo,54900,2019,ram,3500 4x4,good,6 cylinders,diesel,38780,clean,automatic,4wd,full-size,truck,grey,ca,37.3476,-121.887
san luis obispo,36000,2019,ford,transit,good,6 cylinders,gas,21590,clean,automatic,rwd,full-size,van,white,ca,35.3773,-120.8536
san luis obispo,42500,2019,ford,transit,good,6 cylinders,gas,112,clean,automatic,rwd,full-size,van,silver,ca,35.3773,-120.8536
san luis obispo,49995,2020,toyota,tacoma trd pro,like new,6 cylinders,gas,12978,clean,automatic,4wd,full-size,truck,black,ca,35.246801,-120.667596
san luis obispo,26999,2019,ram,promaster,good,6 cylinders,gas,41083,clean,automatic,fwd,full-size,van,white,ca,35.3773,-120.8536
san luis obispo,26000,2019,ford,transit,good,6 cylinders,gas,20113,clean,automatic,rwd,full-size,van,white,ca,35.3773,-120.8536
san luis obispo,36000,2020,ram,promaster,good,6 cylinders,gas,32829,clean,automatic,fwd,full-size,van,white,ca,35.3773,-120.8536
san luis obispo,36000,2019,ford,transit,good,6 cylinders,gas,38926,clean,automatic,rwd,full-size,van,white,ca,35.3773,-120.8536
san luis obispo,33000,2019,ram,promaster,good,6 cylinders,gas,54198,clean,automatic,fwd,full-size,van,white,ca,35.3773,-120.8536
san luis obispo,18495,2019,toyota,corolla se,like new,4 cylinders,gas,23532,clean,automatic,fwd,full-size,sedan,blue,ca,35.121124,-120.611921
san luis obispo,49995,2020,toyota,tacoma trd pro,like new,6 cylinders,gas,12978,clean,automatic,4wd,full-size,truck,black,ca,35.246801,-120.667596
san luis obispo,49995,2020,toyota,tacoma trd pro,like new,6 cylinders,gas,12978,clean,automatic,4wd,full-size,truck,black,ca,35.246801,-120.667596
san luis obispo,51900,2020,ram,2500 diesel,good,6 cylinders,diesel,29625,clean,automatic,4wd,full-size,truck,white,ca,37.3476,-121.887
san luis obispo,18500,2019,nissan,rogue,like new,4 cylinders,gas,47000,clean,automatic,fwd,sub-compact,other,silver,ca,35.4754,-120.6638
santa barbara,27300,2020,honda,civic si,like new,4 cylinders,gas,20954,clean,manual,fwd,mid-size,sedan,white,ca,34.6209,-120.1922
santa barbara,24999,2020,nissan,altima,like new,4 cylinders,gas,7567,clean,automatic,fwd,mid-size,sedan,blue,ca,34.4296,-119.8612
santa barbara,39950,2021,honda,pilot touring,new,6 cylinders,gas,2320,clean,automatic,fwd,full-size,SUV,white,ca,34.928135,-120.244932
santa barbara,57000,2020,rover,,like new,4 cylinders,gas,2200,clean,automatic,4wd,full-size,SUV,blue,ca,34.4451,-119.2565
santa barbara,44900,2019,ford,f550 super duty,good,8 cylinders,diesel,114332,clean,automatic,rwd,full-size,truck,white,ca,37.3476,-121.887
santa barbara,21000,2019,subaru,impreza 2.0i sport,like new,4 cylinders,gas,50000,lien,automatic,4wd,compact,hatchback,grey,ca,34.4329,-119.8371
santa barbara,37500,2019,acura,rdx,excellent,4 cylinders,gas,25996,clean,automatic,fwd,full-size,SUV,grey,ca,34.4296,-119.8612
santa barbara,13900,2019,volkswagen,jetta,excellent,4 cylinders,gas,46500,clean,automatic,fwd,mid-size,sedan,red,ca,34.6488,-120.1701
santa barbara,49995,2020,toyota,tacoma trd pro,like new,6 cylinders,gas,12978,clean,automatic,4wd,full-size,truck,black,ca,35.246801,-120.667596
santa maria,39950,2021,honda,pilot touring,new,6 cylinders,gas,2320,clean,automatic,fwd,full-size,SUV,white,ca,34.936662,-120.234777
santa maria,39950,2021,honda,pilot touring,new,6 cylinders,gas,2320,clean,automatic,fwd,full-size,SUV,white,ca,34.936662,-120.234777
santa maria,18495,2019,toyota,corolla se,like new,4 cylinders,gas,23532,clean,automatic,fwd,full-size,sedan,blue,ca,34.936662,-120.234777
santa maria,73000,2020,gmc,sierra,like new,6 cylinders,diesel,15100,clean,automatic,4wd,full-size,truck,custom,ca,34.8286,-120.4268
santa maria,49995,2020,toyota,tacoma trd pro,like new,6 cylinders,gas,12978,clean,automatic,4wd,full-size,truck,black,ca,35.246801,-120.667596
SF bay area,33988,2019,toyota,rav4,excellent,4 cylinders,gas,7836,clean,automatic,4wd,mid-size,SUV,red,ca,37.68563,-122.47013
SF bay area,18895,2019,volkswagen,tiguan,excellent,4 cylinders,gas,24656,clean,automatic,fwd,full-size,SUV,green,ca,37.52362,-121.997724
SF bay area,18480,2020,buick,encore gx,excellent,3 cylinders,gas,2528,clean,automatic,fwd,compact,SUV,red,ca,38.62176,-122.87297
SF bay area,34988,2019,toyota,rav4,excellent,4 cylinders,gas,31420,clean,automatic,4wd,mid-size,SUV,black,ca,37.68563,-122.47013
SF bay area,35988,2019,ford,f-150,excellent,6 cylinders,gas,31842,clean,automatic,rwd,mid-size,truck,white,ca,38.62176,-122.87297
SF bay area,49995,2019,ford,transit t350hd,like new,6 cylinders,gas,550,clean,automatic,rwd,full-size,truck,white,ca,37.3924,-121.9623
SF bay area,30877,2019,mercedes-benz,benz glc300,like new,4 cylinders,gas,14195,clean,automatic,fwd,mid-size,SUV,white,ca,37.264843,-121.959367
SF bay area,32210,2021,gmc,acadia sle,new,4 cylinders,gas,5,clean,automatic,fwd,full-size,SUV,white,ca,37.984782,-122.322142
SF bay area,12900,2019,toyota,corolla,excellent,4 cylinders,gas,30000,clean,automatic,fwd,compact,sedan,black,ca,37.9823,-122.0362
SF bay area,23991,2019,subaru,legacy,excellent,4 cylinders,gas,4083,clean,automatic,4wd,mid-size,sedan,red,ca,37.41082,-122.12386
SF bay area,46988,2019,toyota,4runner,excellent,6 cylinders,gas,15560,clean,automatic,4wd,mid-size,SUV,white,ca,37.68563,-122.47013
SF bay area,29988,2020,gmc,canyon,excellent,6 cylinders,gas,37109,clean,automatic,rwd,compact,truck,white,ca,38.62176,-122.87297
SF bay area,66992,2019,porsche,macan,excellent,6 cylinders,gas,23280,clean,automatic,4wd,compact,SUV,white,ca,37.41082,-122.12386
SF bay area,17900,2019,nissan,altima sr,excellent,4 cylinders,gas,32000,clean,automatic,fwd,full-size,sedan,grey,ca,37.5368,-122.032
SF bay area,28999,2019,ford,ranger xlt,good,4 cylinders,gas,42000,clean,automatic,rwd,mid-size,truck,grey,ca,37.37024,-122.112174
SF bay area,68500,2020,chevrolet,silverado 2500hd,like new,8 cylinders,diesel,8500,clean,automatic,4wd,full-size,truck,white,ca,37.9544,-121.755
SF bay area,21900,2020,subaru,forester sport,like new,4 cylinders,gas,10000,salvage,automatic,fwd,full-size,SUV,white,ca,33.9228,-117.4867
SF bay area,26500,2019,hyundai,veloster n,excellent,4 cylinders,gas,10832,clean,manual,fwd,sub-compact,hatchback,white,ca,37.556373,-121.95053
SF bay area,36988,2020,cadillac,xt5,excellent,6 cylinders,gas,28240,clean,automatic,4wd,mid-size,SUV,silver,ca,38.62176,-122.87297
SF bay area,71991,2020,bmw,m4,excellent,6 cylinders,gas,18215,clean,automatic,rwd,compact,coupe,white,ca,37.41082,-122.12386
SF bay area,52991,2019,volvo,xc90,excellent,4 cylinders,gas,18195,clean,automatic,4wd,mid-size,SUV,grey,ca,37.41082,-122.12386
SF bay area,53991,2020,ford,expedition max,excellent,6 cylinders,gas,19585,clean,automatic,rwd,full-size,SUV,white,ca,37.41082,-122.12386
SF bay area,38700,2021,gmc,sierra 2500hd,excellent,8 cylinders,gas,2039,clean,automatic,rwd,full-size,truck,white,ca,38.62176,-122.87297
SF bay area,33000,2019,mercedes-benz,glc 300,excellent,4 cylinders,gas,28675,clean,automatic,4wd,mid-size,SUV,black,ca,37.2458,-121.8306
SF bay area,31990,2019,mercedes-benz,gla 250 4 matic,excellent,4 cylinders,gas,18000,clean,automatic,4wd,compact,hatchback,grey,ca,38.4364,-122.7135
SF bay area,122500,2020,mercedes-benz,benz,like new,6 cylinders,diesel,8000,clean,automatic,4wd,full-size,van,grey,ca,37.2322,-121.8814
stockton,54998,2020,alfa-romeo,romeo giulia,excellent,6 cylinders,gas,3797,salvage,automatic,rwd,full-size,sedan,blue,ca,38.609602,-121.435082
stockton,39900,2019,ford,f250 super duty,excellent,8 cylinders,gas,25442,clean,automatic,rwd,full-size,truck,white,ca,38.0315,-121.2589
stockton,23995,2019,chrysler,300 touring,excellent,6 cylinders,gas,45317,clean,automatic,rwd,full-size,sedan,blue,ca,38.020942,-121.301919
stockton,39998,2020,ford,mustang gt,excellent,8 cylinders,gas,9474,clean,automatic,rwd,compact,coupe,white,ca,38.609594,-121.435071
stockton,39998,2019,ford,f150 lariat 4x4,excellent,8 cylinders,gas,18000,salvage,automatic,4wd,full-size,pickup,white,ca,38.609611,-121.435039
stockton,0,2019,ford,super duty f-350 dually,excellent,8 cylinders,diesel,66064,clean,automatic,4wd,full-size,truck,white,ca,37.958,-121.2876
stockton,34998,2020,acura,rlx technology,excellent,6 cylinders,gas,11009,salvage,automatic,fwd,full-size,sedan,grey,ca,38.609627,-121.43505
stockton,34995,2019,ford,transit,good,6 cylinders,gas,34394,clean,automatic,rwd,full-size,van,white,ca,37.637112,-122.054679
stockton,29800,2019,ram,1500,like new,8 cylinders,gas,16000,salvage,automatic,rwd,full-size,pickup,grey,ca,38.025423,-121.257665
stockton,31977,2020,hyundai,sante fe sel,excellent,4 cylinders,gas,4444,clean,automatic,4wd,mid-size,SUV,grey,ca,38.020942,-121.301919
ventura county,45000,2019,toyota,tacoma trd sport,excellent,6 cylinders,gas,15800,clean,automatic,4wd,full-size,truck,black,ca,34.215558,-119.185352
ventura county,72500,2019,chevrolet,suburban,like new,8 cylinders,gas,11250,clean,automatic,rwd,full-size,SUV,white,ca,34.2784,-118.8771
ventura county,30000,2020,ford,expedition,like new,6 cylinders,gas,46000,clean,automatic,4wd,full-size,SUV,white,ca,34.2092,-118.8739
ventura county,41500,2019,infiniti,q70s,new,6 cylinders,gas,7650,clean,automatic,rwd,full-size,sedan,grey,ca,34.2092,-118.8739
ventura county,54000,2019,mercedes-benz,benz e450 4matic,like new,6 cylinders,gas,11720,clean,automatic,4wd,mid-size,sedan,grey,ca,34.2218,-118.9866
ventura county,28000,2019,volkswagen,tiguan se,like new,4 cylinders,gas,18000,clean,automatic,fwd,mid-size,SUV,grey,ca,34.2784,-118.8771
ventura county,49500,2019,toyota,tundra trd sport,excellent,8 cylinders,gas,16000,clean,automatic,4wd,full-size,truck,white,ca,34.2656,-118.7653
ventura county,13299,2019,chevrolet,spark ls,excellent,4 cylinders,gas,32300,clean,automatic,fwd,compact,hatchback,grey,ca,34.1774,-118.9358
ventura county,45000,2020,toyota,tacoma trd sport,new,6 cylinders,gas,14000,clean,automatic,rwd,full-size,pickup,grey,ca,34.2092,-118.8739
ventura county,19800,2019,jeep,cherokee latitude,excellent,4 cylinders,gas,7300,clean,automatic,fwd,full-size,SUV,black,ca,34.1774,-118.9358
ventura county,49995,2020,toyota,tacoma trd pro,like new,6 cylinders,gas,12978,clean,automatic,4wd,full-size,truck,black,ca,35.246801,-120.667596
visalia-tulare,56995,2020,ram,1500,like new,8 cylinders,gas,25649,clean,automatic,4wd,full-size,truck,silver,ca,36.62867,-119.680793
visalia-tulare,0,2019,buick,enclave essence,excellent,6 cylinders,gas,48997,clean,automatic,fwd,mid-size,SUV,white,ca,36.32725,-119.276729
visalia-tulare,35995,2019,ford,ranger xlt,like new,4 cylinders,gas,1279,clean,automatic,4wd,mid-size,truck,grey,ca,36.297452,-119.141647
visalia-tulare,20000,2020,honda,civic lx,excellent,4 cylinders,gas,36350,clean,automatic,fwd,compact,hatchback,white,ca,36.410711,-118.913952
yuba-sutter,21000,2020,nissan,sentra sr,like new,4 cylinders,gas,6503,clean,automatic,fwd,compact,sedan,grey,ca,39.155223,-121.650496
colorado springs,44900,2019,toyota,4runner trd pro,like new,6 cylinders,gas,30000,clean,automatic,4wd,mid-size,SUV,white,co,38.836973,-104.791043
colorado springs,60000,2019,jeep,wrangler unlimited,like new,4 cylinders,gas,14445,clean,automatic,4wd,mid-size,offroad,grey,co,38.905,-104.6982
colorado springs,21995,2019,volkswagen,golf sportswagen,excellent,4 cylinders,gas,15929,clean,manual,4wd,compact,wagon,grey,co,38.948176,-104.672826
colorado springs,32995,2020,ford,mustang,excellent,4 cylinders,gas,8997,clean,automatic,rwd,full-size,coupe,silver,co,38.931897,-104.811157
colorado springs,31000,2019,volkswagen,golf alltrack,like new,4 cylinders,gas,11500,clean,automatic,4wd,mid-size,wagon,black,co,39.0237,-104.6933
colorado springs,21499,2019,nissan,rogue,good,4 cylinders,gas,39650,clean,automatic,4wd,full-size,SUV,grey,co,38.843335,-104.793839
colorado springs,22000,2020,subaru,legacy,like new,4 cylinders,gas,12000,clean,automatic,4wd,full-size,sedan,grey,co,39.1007,-104.8542
denver,21000,2019,subaru,impreza,like new,4 cylinders,gas,16000,clean,automatic,4wd,full-size,sedan,silver,co,39.592169,-104.874435
denver,41950,2020,jeep,grand cherokee limited,excellent,6 cylinders,gas,2441,clean,automatic,4wd,full-size,SUV,blue,co,39.3643,-104.9014
