region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state,latitude,longitude
worcester / central MA,27900,2019,infiniti,qx50,excellent,4 cylinders,gas,23633,rebuilt,automatic,4wd,full-size,SUV,grey,ma,42.22311,-71.70354
worcester / central MA,29900,2019,gmc,g2500 savana cargo,excellent,8 cylinders,gas,14000,clean,automatic,rwd,full-size,van,white,ma,42.225016,-71.764433
worcester / central MA,31900,2019,ford,transit t250,excellent,6 cylinders,gas,19000,clean,automatic,rwd,full-size,van,white,ma,42.225016,-71.764433
worcester / central MA,100000,2019,ford,f700,excellent,8 cylinders,diesel,139000,clean,automatic,rwd,full-size,truck,white,ma,42.0521,-71.8486
worcester / central MA,26900,2019,dodge,grand caravan,like new,6 cylinders,gas,59108,clean,automatic,fwd,mid-size,mini-van,white,ma,42.209767,-72.630106
worcester / central MA,44377,2019,gmc,savana box truck,excellent,8 cylinders,gas,6955,clean,automatic,rwd,full-size,truck,white,ma,42.0967,-71.5499
worcester / central MA,26900,2019,chevrolet,silverado 1500,excellent,8 cylinders,gas,12679,rebuilt,automatic,rwd,full-size,truck,white,ma,42.22311,-71.70354
ann arbor,20700,2020,chevrolet,equinox,new,4 cylinders,gas,12727,clean,automatic,fwd,full-size,SUV,white,mi,42.2223,-83.3966
ann arbor,15995,2019,chevrolet,trax,excellent,4 cylinders,gas,14812,clean,automatic,fwd,compact,wagon,black,mi,42.59142,-83.031
ann arbor,52000,2020,ford,f-150,like new,6 cylinders,gas,26000,clean,automatic,4wd,full-size,truck,black,mi,42.2794,-83.784
ann arbor,19995,2019,buick,encore,excellent,4 cylinders,gas,23318,clean,automatic,fwd,compact,SUV,white,mi,42.59142,-83.031
ann arbor,17995,2019,nissan,altima 2.5,new,4 cylinders,gas,28604,clean,manual,fwd,compact,sedan,blue,mi,41.3815,-83.6507
ann arbor,37900,2020,toyota,sienna le,excellent,6 cylinders,gas,27500,clean,automatic,fwd,mid-size,mini-van,grey,mi,42.2634,-84.4083
ann arbor,33500,2019,buick,enclave,like new,6 cylinders,gas,15000,clean,automatic,4wd,full-size,SUV,green,mi,42.094519,-83.676528
ann arbor,20995,2019,volkswagen,golf,excellent,4 cylinders,gas,3097,clean,automatic,fwd,mid-size,hatchback,silver,mi,42.59142,-83.031
battle creek,37900,2020,toyota,sienna le,excellent,6 cylinders,gas,27500,clean,automatic,fwd,sub-compact,mini-van,grey,mi,42.2634,-84.4083
central michigan,32900,2019,jeep,grand cherokee,like new,6 cylinders,gas,43211,clean,automatic,4wd,full-size,SUV,black,mi,42.6967,-84.2926
central michigan,25900,2020,chevrolet,equinox lt awd,like new,4 cylinders,gas,8600,clean,automatic,4wd,mid-size,SUV,blue,mi,43.5657,-84.5873
central michigan,37900,2020,toyota,sienna le,excellent,6 cylinders,gas,27500,clean,automatic,fwd,mid-size,mini-van,grey,mi,42.2634,-84.4083
central michigan,65999,2020,chevrolet,silverado 2500hd,good,8 cylinders,gas,49380,clean,automatic,4wd,full-size,truck,black,mi,43.34116,-85.81076
detroit metro,18500,2020,chevrolet,equinox,excellent,4 cylinders,gas,10500,clean,automatic,fwd,compact,SUV,silver,mi,42.370586,-83.300109
detroit metro,28895,2019,buick,enclave,excellent,6 cylinders,gas,26013,clean,automatic,fwd,mid-size,SUV,black,mi,42.57675,-82.88812
detroit metro,0,2019,ford,fiesta,excellent,4 cylinders,gas,33271,clean,automatic,fwd,compact,sedan,blue,mi,42.425915,-83.280698
detroit metro,16995,2019,volkswagen,jetta,excellent,4 cylinders,gas,9354,clean,automatic,fwd,compact,sedan,black,mi,42.59142,-83.031
detroit metro,19000,2019,mitsubishi,outlander sport,excellent,4 cylinders,gas,22301,clean,automatic,4wd,compact,wagon,black,mi,42.66029,-83.40542
detroit metro,19995,2019,buick,encore,excellent,4 cylinders,gas,23318,clean,automatic,fwd,compact,SUV,white,mi,42.59142,-83.031
detroit metro,26000,2019,jeep,cherokee,like new,6 cylinders,gas,41000,clean,automatic,4wd,mid-size,SUV,black,mi,42.7231,-83.2769
detroit metro,24000,2019,chevrolet,malibu,like new,4 cylinders,gas,23000,clean,automatic,fwd,full-size,sedan,grey,mi,42.5365,-83.1503
detroit metro,15500,2019,chevrolet,equinox,excellent,4 cylinders,gas,32750,rebuilt,automatic,4wd,compact,SUV,black,mi,42.370586,-83.300109
detroit metro,28223,2021,ford,escape,excellent,3 cylinders,gas,2022,clean,automatic,4wd,mid-size,SUV,black,mi,42.55021,-83.7895
detroit metro,16995,2019,volkswagen,jetta,excellent,4 cylinders,gas,14705,clean,manual,fwd,compact,sedan,white,mi,42.59142,-83.031
detroit metro,38300,2019,ford,f-150,excellent,6 cylinders,gas,31962,clean,automatic,4wd,mid-size,truck,red,mi,42.55021,-83.7895
detroit metro,0,2019,gmc,acadia,excellent,6 cylinders,gas,26544,clean,automatic,fwd,mid-size,SUV,white,mi,42.57675,-82.88812
detroit metro,75995,2019,mercedes-benz,benz s 550,excellent,8 cylinders,gas,44608,clean,automatic,4wd,mid-size,sedan,black,mi,42.426,-83.2495
detroit metro,338,2020,chevrolet,blazer,like new,6 cylinders,gas,1700,clean,automatic,fwd,mid-size,SUV,silver,mi,42.519,-83.157
detroit metro,49999,2020,chevrolet,suburban,new,8 cylinders,gas,49999,clean,automatic,4wd,full-size,SUV,black,mi,42.671,-82.9988
detroit metro,6980,2020,buick,,excellent,6 cylinders,gas,114000,clean,automatic,4wd,full-size,SUV,white,mi,42.507883,-83.097204
detroit metro,54900,2019,gmc,sierra 1500,excellent,8 cylinders,gas,13500,rebuilt,automatic,4wd,full-size,pickup,grey,mi,42.370586,-83.300109
detroit metro,17500,2019,ford,escape,excellent,4 cylinders,gas,27500,clean,automatic,4wd,compact,SUV,white,mi,42.370586,-83.300109
detroit metro,17900,2020,chevrolet,equinox,excellent,4 cylinders,gas,17500,rebuilt,automatic,4wd,compact,SUV,black,mi,42.370586,-83.300109
detroit metro,75850,2019,lincoln,navigator l,excellent,6 cylinders,gas,12500,clean,automatic,4wd,full-size,SUV,red,mi,43.341,-83.7475
detroit metro,36995,2019,cadillac,xt5 luxury,like new,6 cylinders,gas,17956,clean,automatic,4wd,mid-size,SUV,black,mi,42.4264,-83.3017
detroit metro,33995,2019,bmw,x1 328i,excellent,4 cylinders,gas,11431,clean,automatic,fwd,mid-size,SUV,black,mi,42.4264,-83.3017
detroit metro,32995,2020,bmw,430 i gran coupe,like new,4 cylinders,gas,17651,clean,automatic,rwd,mid-size,sedan,white,mi,42.4264,-83.3017
detroit metro,65995,2019,dodge,charger srt hellcat,excellent,8 cylinders,gas,18653,clean,automatic,rwd,mid-size,sedan,orange,mi,42.4264,-83.3017
detroit metro,29995,2019,chevrolet,blazer 1lt,excellent,4 cylinders,gas,15956,clean,automatic,fwd,mid-size,SUV,black,mi,42.4264,-83.3017
detroit metro,26995,2019,chrysler,300 limited,excellent,6 cylinders,gas,39291,clean,automatic,fwd,mid-size,sedan,blue,mi,42.4264,-83.3017
detroit metro,66700,2020,ford,f-250sd,excellent,8 cylinders,gas,12289,clean,automatic,4wd,full-size,truck,white,mi,42.55021,-83.7895
detroit metro,40895,2019,chevrolet,silverado 1500,excellent,8 cylinders,gas,22616,clean,automatic,4wd,mid-size,truck,white,mi,42.57675,-82.88812
detroit metro,35785,2021,dodge,grand caravan gt,excellent,6 cylinders,gas,36867,clean,automatic,fwd,mid-size,mini-van,grey,mi,42.521555,-83.537896
detroit metro,53900,2019,chevrolet,2500 lt 4x4 dmax,excellent,8 cylinders,diesel,68073,clean,automatic,4wd,full-size,pickup,white,mi,41.8276,-83.8773
detroit metro,0,2021,chrysler,pacifica touring,new,6 cylinders,gas,12,clean,automatic,fwd,mid-size,mini-van,grey,mi,42.521555,-83.537896
detroit metro,18900,2020,chevrolet,equinox,excellent,4 cylinders,gas,40500,clean,automatic,4wd,compact,SUV,black,mi,42.370586,-83.300109
detroit metro,0,2020,gmc,acadia,excellent,6 cylinders,gas,12114,clean,automatic,fwd,mid-size,SUV,blue,mi,42.57675,-82.88812
detroit metro,0,2021,chrysler,pacifica touring,new,6 cylinders,gas,12,clean,automatic,fwd,mid-size,mini-van,silver,mi,42.521555,-83.537896
detroit metro,0,2021,chrysler,pacifica touring,new,6 cylinders,gas,18,clean,automatic,fwd,mid-size,mini-van,white,mi,42.521555,-83.537896
detroit metro,46499,2021,buick,enclave,excellent,6 cylinders,gas,2189,clean,automatic,fwd,mid-size,SUV,black,mi,42.57675,-82.88812
detroit metro,26995,2021,gmc,terrain slt,like new,4 cylinders,gas,4497,clean,automatic,4wd,mid-size,SUV,silver,mi,42.4264,-83.3017
detroit metro,69995,2019,dodge,challenger srt hellcat,like new,8 cylinders,gas,6246,clean,automatic,rwd,mid-size,coupe,green,mi,42.4264,-83.3017
detroit metro,54900,2019,ram,3500 4x4 cummins,excellent,6 cylinders,diesel,55822,clean,automatic,4wd,full-size,pickup,black,mi,41.8276,-83.8773
detroit metro,12800,2020,chevrolet,malibu lt,excellent,4 cylinders,gas,19600,rebuilt,automatic,fwd,mid-size,sedan,black,mi,42.4981,-83.2058
detroit metro,38900,2020,bmw,530i,excellent,4 cylinders,gas,13000,clean,automatic,4wd,mid-size,sedan,black,mi,42.370586,-83.300109
detroit metro,33900,2019,cadillac,ct6,excellent,6 cylinders,gas,20500,rebuilt,automatic,4wd,full-size,sedan,white,mi,42.370586,-83.300109
detroit metro,53900,2019,ford,f150,excellent,6 cylinders,gas,23750,rebuilt,automatic,4wd,full-size,truck,blue,mi,42.370586,-83.300109
detroit metro,110000,2021,ram,trx 1500,like new,8 cylinders,gas,451,clean,automatic,4wd,full-size,pickup,white,mi,42.4264,-83.3017
detroit metro,28995,2020,nissan,pathfinder sl,excellent,6 cylinders,gas,7532,clean,automatic,fwd,mid-size,SUV,black,mi,42.4264,-83.3017
detroit metro,24995,2019,dodge,charger sxt,like new,6 cylinders,gas,17569,clean,automatic,rwd,mid-size,sedan,white,mi,42.4264,-83.3017
detroit metro,23995,2019,dodge,charger sxt,like new,6 cylinders,gas,26959,clean,automatic,rwd,mid-size,sedan,blue,mi,42.4264,-83.3017
detroit metro,23995,2019,dodge,charger sxt,like new,6 cylinders,gas,25427,clean,automatic,rwd,mid-size,sedan,black,mi,42.4264,-83.3017
detroit metro,30900,2020,chevrolet,silverado 1500 custom,like new,4 cylinders,gas,31894,clean,automatic,4wd,full-size,truck,silver,mi,42.6114,-83.3356
detroit metro,57000,2019,ford,f350 superduty,like new,8 cylinders,diesel,16000,rebuilt,automatic,4wd,full-size,truck,silver,mi,42.3358,-83.3846
detroit metro,79500,2020,rover,sport,excellent,6 cylinders,gas,13900,clean,automatic,4wd,full-size,SUV,white,mi,42.3353,-83.2864
detroit metro,349,2019,chevrolet,colorado,like new,6 cylinders,gas,33000,clean,automatic,4wd,full-size,pickup,black,mi,42.685023,-83.220677
detroit metro,14900,2019,chevrolet,equinox,excellent,4 cylinders,gas,24000,rebuilt,automatic,fwd,compact,SUV,blue,mi,42.370586,-83.300109
detroit metro,19995,2019,honda,civic lx,excellent,4 cylinders,gas,14215,clean,automatic,fwd,mid-size,sedan,blue,mi,42.42711,-83.283638
detroit metro,40800,2019,ram,1500,like new,8 cylinders,gas,13500,rebuilt,automatic,4wd,full-size,truck,grey,mi,42.6005,-82.9998
detroit metro,22900,2021,gmc,terrain slt awd,like new,4 cylinders,gas,575,rebuilt,automatic,4wd,mid-size,SUV,black,mi,42.5648,-83.0701
detroit metro,72900,2019,ram,2500 mega cab cummins,excellent,6 cylinders,diesel,26557,clean,automatic,4wd,full-size,pickup,black,mi,41.8276,-83.8773
detroit metro,24995,2020,volkswagen,passat,excellent,4 cylinders,gas,4510,clean,automatic,fwd,mid-size,sedan,black,mi,42.59142,-83.031
detroit metro,36900,2019,ford,f-150,excellent,6 cylinders,gas,42262,clean,automatic,4wd,mid-size,truck,silver,mi,42.55021,-83.7895
detroit metro,20000,2020,ford,ecosport,excellent,4 cylinders,gas,5858,clean,automatic,4wd,compact,wagon,white,mi,42.55021,-83.7895
detroit metro,34895,2019,gmc,sierra 1500 limited,excellent,8 cylinders,gas,24833,clean,automatic,4wd,mid-size,truck,red,mi,42.57675,-82.88812
detroit metro,16900,2019,gmc,terrain sle-2,like new,4 cylinders,gas,27000,rebuilt,automatic,fwd,mid-size,SUV,white,mi,42.5648,-83.0701
detroit metro,19000,2020,gmc,terrain slt-2,like new,4 cylinders,gas,12000,rebuilt,automatic,fwd,mid-size,SUV,grey,mi,42.5648,-83.0701
detroit metro,22995,2019,gmc,terrain sle,excellent,4 cylinders,gas,82212,clean,automatic,4wd,mid-size,SUV,white,mi,42.4264,-83.3017
detroit metro,0,2020,nissan,versa sv,excellent,4 cylinders,gas,29053,clean,automatic,fwd,mid-size,sedan,black,mi,42.4264,-83.3017
detroit metro,45000,2019,ford,f-150,excellent,6 cylinders,gas,18926,clean,automatic,4wd,mid-size,truck,black,mi,42.55021,-83.7895
detroit metro,36900,2020,ford,explorer,excellent,4 cylinders,gas,9237,clean,automatic,4wd,full-size,SUV,white,mi,42.55021,-83.7895
detroit metro,14000,2019,ford,escape,excellent,4 cylinders,gas,21750,rebuilt,automatic,4wd,compact,SUV,blue,mi,42.370586,-83.300109
flint,23995,2019,ford,flex,like new,6 cylinders,gas,17820,clean,automatic,fwd,full-size,SUV,black,mi,43.050984,-83.305399
flint,19995,2019,ford,taurus,like new,6 cylinders,gas,4364,clean,automatic,fwd,full-size,sedan,grey,mi,43.050999,-83.305399
flint,54975,2020,gmc,sierra 3500hd,excellent,8 cylinders,gas,17000,clean,automatic,4wd,full-size,pickup,grey,mi,43.009914,-83.685103
flint,39500,2019,ram,1500,like new,8 cylinders,gas,31000,clean,automatic,4wd,full-size,pickup,black,mi,43.150597,-83.554974
flint,36997,2019,chevrolet,silverado,like new,6 cylinders,gas,14207,clean,automatic,4wd,full-size,truck,grey,mi,43.0348,-83.5268
flint,39997,2020,chevrolet,traverse,new,6 cylinders,gas,14855,clean,automatic,fwd,mid-size,SUV,red,mi,43.0348,-83.5268
flint,32997,2020,chevrolet,blazer,like new,6 cylinders,gas,17221,clean,automatic,fwd,mid-size,SUV,grey,mi,43.0348,-83.5268
flint,37900,2020,toyota,sienna le,excellent,6 cylinders,gas,27500,clean,automatic,fwd,mid-size,mini-van,grey,mi,42.2634,-84.4083
flint,33997,2020,chevrolet,colorado,like new,6 cylinders,gas,13072,clean,automatic,4wd,mid-size,truck,red,mi,43.0348,-83.5268
flint,25997,2019,honda,cr-v,like new,4 cylinders,gas,23609,clean,automatic,4wd,mid-size,SUV,white,mi,43.0348,-83.5268
grand rapids,75850,2019,lincoln,navigator l,excellent,6 cylinders,gas,12500,clean,automatic,4wd,full-size,SUV,red,mi,43.341,-83.7475
grand rapids,23995,2019,chevrolet,equinox,excellent,4 cylinders,gas,100334,clean,automatic,4wd,full-size,SUV,white,mi,43.057538,-85.954644
grand rapids,26995,2019,jeep,cherokee,excellent,6 cylinders,gas,31524,clean,automatic,4wd,full-size,SUV,custom,mi,43.057538,-85.954644
grand rapids,51945,2019,chevrolet,silverado 1500,excellent,8 cylinders,gas,7061,clean,automatic,4wd,full-size,truck,white,mi,43.057538,-85.954644
grand rapids,37995,2019,jaguar,e-pace,excellent,4 cylinders,gas,30961,clean,automatic,4wd,full-size,SUV,black,mi,43.057538,-85.954644
grand rapids,65999,2020,chevrolet,silverado 2500hd,good,8 cylinders,gas,49380,clean,automatic,4wd,full-size,truck,black,mi,43.34116,-85.81076
grand rapids,24900,2019,subaru,ascent premium,like new,4 cylinders,gas,22895,rebuilt,automatic,4wd,mid-size,wagon,white,mi,42.835703,-85.664359
grand rapids,36595,2020,ford,f-150,excellent,6 cylinders,gas,37407,clean,automatic,4wd,full-size,truck,white,mi,43.057538,-85.954644
grand rapids,72900,2019,ram,2500 mega cummins,excellent,6 cylinders,diesel,26557,clean,automatic,4wd,full-size,pickup,black,mi,41.8276,-83.8773
grand rapids,23995,2019,subaru,outback 2.5i limited,excellent,4 cylinders,gas,69000,clean,automatic,4wd,mid-size,wagon,blue,mi,43.426479,-85.471358
grand rapids,24865,2019,ford,escape,excellent,4 cylinders,gas,17353,clean,automatic,4wd,full-size,SUV,black,mi,43.057538,-85.954644
grand rapids,34955,2019,toyota,highlander,excellent,6 cylinders,gas,64753,clean,automatic,4wd,full-size,SUV,black,mi,43.057538,-85.954644
grand rapids,34995,2019,bmw,4-series,excellent,4 cylinders,gas,36425,clean,automatic,4wd,mid-size,coupe,blue,mi,43.057538,-85.954644
grand rapids,24495,2019,subaru,forester 2.5i premium,good,4 cylinders,gas,72239,clean,automatic,4wd,mid-size,SUV,silver,mi,43.055954,-85.691986
grand rapids,12495,2020,mitsubishi,mirage es,like new,3 cylinders,gas,1428,clean,automatic,fwd,sub-compact,hatchback,grey,mi,43.055934,-85.690039
grand rapids,37855,2019,ford,explorer,excellent,6 cylinders,gas,90875,clean,automatic,4wd,full-size,SUV,grey,mi,43.057538,-85.954644
grand rapids,74995,2019,chevrolet,corvette,excellent,8 cylinders,gas,2443,clean,manual,rwd,mid-size,coupe,orange,mi,43.057538,-85.954644
grand rapids,50855,2020,chevrolet,silverado 1500,excellent,8 cylinders,gas,5011,clean,automatic,4wd,full-size,truck,silver,mi,43.057538,-85.954644
grand rapids,19995,2019,subaru,forester,excellent,4 cylinders,gas,92000,clean,automatic,4wd,mid-size,hatchback,black,mi,42.80628,-86.05859
grand rapids,26995,2019,jeep,cherokee,excellent,6 cylinders,gas,31524,clean,automatic,4wd,full-size,SUV,custom,mi,43.057538,-85.954644
grand rapids,37995,2019,jaguar,e-pace,excellent,4 cylinders,gas,30961,clean,automatic,4wd,full-size,SUV,black,mi,43.057538,-85.954644
grand rapids,51945,2019,chevrolet,silverado 1500,excellent,8 cylinders,gas,7061,clean,automatic,4wd,full-size,truck,white,mi,43.057538,-85.954644
grand rapids,48572,2019,ram,1500,excellent,8 cylinders,gas,47841,clean,automatic,4wd,full-size,truck,grey,mi,41.96089,-87.711894
grand rapids,46960,2020,jeep,grand cherokee,excellent,8 cylinders,gas,16975,clean,automatic,4wd,full-size,SUV,black,mi,41.96089,-87.711894
grand rapids,35986,2019,volvo,xc40,excellent,4 cylinders,gas,29401,clean,automatic,4wd,full-size,SUV,blue,mi,41.96089,-87.711894
grand rapids,39329,2020,volkswagen,atlas cross sport,excellent,4 cylinders,gas,5271,clean,automatic,4wd,full-size,SUV,grey,mi,41.96089,-87.711894
grand rapids,48207,2020,jeep,gladiator,excellent,6 cylinders,gas,25931,clean,automatic,4wd,full-size,truck,white,mi,41.96089,-87.711894
grand rapids,36223,2019,honda,ridgeline,excellent,6 cylinders,gas,14402,clean,automatic,4wd,full-size,truck,black,mi,41.96089,-87.711894
grand rapids,45900,2020,ford,explorer st,like new,6 cylinders,gas,23000,clean,automatic,4wd,full-size,SUV,white,mi,42.889093,-85.845408
grand rapids,36595,2020,ford,f-150,excellent,6 cylinders,gas,37407,clean,automatic,4wd,full-size,truck,white,mi,43.057538,-85.954644
grand rapids,25989,2020,dodge,grand caravan sxt,like new,6 cylinders,gas,25000,clean,automatic,fwd,full-size,mini-van,white,mi,42.4544,-85.5994
grand rapids,37900,2020,toyota,sienna le,excellent,6 cylinders,gas,27500,clean,automatic,fwd,mid-size,mini-van,grey,mi,42.2634,-84.4083
grand rapids,24900,2019,subaru,ascent premium,like new,4 cylinders,gas,22895,rebuilt,automatic,4wd,mid-size,wagon,white,mi,42.835703,-85.664359
grand rapids,49900,2020,ford,f-150,like new,6 cylinders,gas,7193,clean,manual,4wd,full-size,truck,grey,mi,43.2215,-85.5452
grand rapids,59500,2021,chevrolet,silverado high country,like new,6 cylinders,diesel,7000,clean,automatic,4wd,full-size,truck,white,mi,43.8237,-86.3868
holland,37900,2020,toyota,sienna le,excellent,6 cylinders,gas,27500,clean,automatic,fwd,mid-size,mini-van,grey,mi,42.2634,-84.4083
jackson,54900,2019,ram,3500 4x4 cummins,excellent,6 cylinders,diesel,55822,clean,automatic,4wd,full-size,pickup,black,mi,41.8276,-83.8773
jackson,57900,2019,ram,2500 slt 4x4 cummins,excellent,6 cylinders,diesel,31681,clean,automatic,4wd,full-size,pickup,white,mi,41.8276,-83.8773
jackson,37900,2020,toyota,sienna le,excellent,6 cylinders,gas,27500,clean,automatic,fwd,mid-size,mini-van,grey,mi,42.2634,-84.4083
jackson,41500,2019,chevrolet,silverado 1500,excellent,8 cylinders,gas,38378,clean,automatic,4wd,full-size,pickup,red,mi,42.474824,-84.391672
kalamazoo,29950,2019,toyota,avalon xse,excellent,6 cylinders,gas,42800,clean,automatic,fwd,full-size,sedan,black,mi,42.3563,-85.354
kalamazoo,52850,2019,chevrolet,silverado 2500hd,excellent,8 cylinders,diesel,49380,lien,automatic,4wd,full-size,SUV,black,mi,42.2809,-85.6863
kalamazoo,42000,2019,ford,mustang,like new,8 cylinders,gas,8980,lien,manual,rwd,full-size,coupe,white,mi,42.2736,-85.5457
kalamazoo,74000,2019,ford,f250 super duty,excellent,8 cylinders,diesel,20000,lien,automatic,4wd,full-size,truck,white,mi,42.0273,-85.8245
kalamazoo,25600,2019,ford,mustang,excellent,4 cylinders,gas,4885,clean,manual,rwd,compact,coupe,red,mi,42.120668,-85.568669
kalamazoo,37900,2020,toyota,sienna le,excellent,6 cylinders,gas,27500,clean,automatic,fwd,mid-size,mini-van,grey,mi,42.2634,-84.4083
lansing,53900,2019,chevrolet,2500 lt 4x4 dmax,excellent,8 cylinders,diesel,68073,clean,automatic,4wd,full-size,pickup,white,mi,41.8276,-83.8773
lansing,32900,2019,jeep,grand cherokee,like new,6 cylinders,gas,43211,clean,automatic,4wd,full-size,SUV,black,mi,42.6967,-84.2926
lansing,19800,2020,kia,sorento,like new,6 cylinders,gas,38718,clean,automatic,fwd,full-size,SUV,black,mi,42.7371,-84.5244
lansing,65999,2020,chevrolet,silverado 2500hd,good,8 cylinders,gas,49380,clean,automatic,4wd,full-size,truck,black,mi,43.34116,-85.81076
lansing,37500,2020,toyota,sienna le,excellent,6 cylinders,gas,27500,clean,automatic,fwd,mid-size,mini-van,grey,mi,42.2634,-84.4083
monroe,37900,2020,toyota,sienna le,excellent,6 cylinders,gas,27500,clean,automatic,fwd,mid-size,mini-van,grey,mi,42.2634,-84.4083
muskegon,26000,2020,nissan,rogue sv,like new,4 cylinders,gas,5000,clean,automatic,4wd,full-size,SUV,blue,mi,43.0735,-86.0926
muskegon,37900,2020,toyota,sienna le,excellent,6 cylinders,gas,27500,clean,automatic,fwd,mid-size,mini-van,grey,mi,42.2634,-84.4083
muskegon,65999,2020,chevrolet,silverado 2500hd,good,8 cylinders,gas,49380,clean,automatic,4wd,full-size,truck,black,mi,43.34116,-85.81076
northern michigan,75850,2019,lincoln,navigator l,excellent,6 cylinders,gas,12500,clean,automatic,4wd,full-size,SUV,red,mi,43.341,-83.7475
northern michigan,65000,2019,ford,mustang shelby gt350,like new,8 cylinders,gas,7400,clean,manual,rwd,full-size,coupe,black,mi,47.1367,-88.5654
northern michigan,53900,2019,chevrolet,2500 lt 4x4 dmax,excellent,8 cylinders,diesel,68073,clean,automatic,4wd,full-size,pickup,white,mi,41.8276,-83.8773
northern michigan,56000,2020,chevrolet,silverado 2500hd,like new,8 cylinders,diesel,31195,rebuilt,automatic,4wd,full-size,pickup,silver,mi,44.423337,-84.11186
northern michigan,34500,2020,jeep,wrangler unlimited,like new,6 cylinders,gas,3528,rebuilt,automatic,4wd,full-size,wagon,grey,mi,44.423337,-84.11186
northern michigan,38495,2019,toyota,tundra sr double cab,excellent,8 cylinders,gas,28000,clean,automatic,4wd,full-size,truck,red,mi,45.687079,-87.141237
northern michigan,54950,2019,chevrolet,silverado 1500 high co,like new,8 cylinders,gas,28207,clean,automatic,4wd,full-size,truck,black,mi,45.3559,-84.9133
northern michigan,37900,2020,toyota,sienna le,excellent,6 cylinders,gas,27500,clean,automatic,fwd,mid-size,mini-van,grey,mi,42.2634,-84.4083
northern michigan,54950,2019,chevrolet,silverado 1500 high co,like new,8 cylinders,gas,28207,clean,automatic,4wd,full-size,truck,black,mi,45.3559,-84.9133
northern michigan,39800,2019,ram,1500,excellent,8 cylinders,gas,84702,clean,automatic,4wd,full-size,pickup,silver,mi,45.053204,-83.460367
northern michigan,53950,2019,chevrolet,silverado 1500 high co,like new,8 cylinders,gas,28207,clean,automatic,4wd,full-size,truck,black,mi,45.3559,-84.9133
port huron,37900,2020,toyota,sienna le,excellent,6 cylinders,gas,27500,clean,automatic,fwd,mid-size,mini-van,grey,mi,42.2634,-84.4083
saginaw-midland-baycity,75850,2019,lincoln,navigator l,excellent,6 cylinders,gas,12500,clean,automatic,4wd,full-size,SUV,red,mi,43.341,-83.7475
saginaw-midland-baycity,56000,2019,chevrolet,silverado 2500hd,like new,8 cylinders,diesel,31195,rebuilt,automatic,4wd,full-size,pickup,silver,mi,44.423337,-84.11186
saginaw-midland-baycity,34500,2020,jeep,wrangler unlimited,like new,6 cylinders,gas,3528,rebuilt,automatic,4wd,full-size,wagon,grey,mi,44.423337,-84.11186
saginaw-midland-baycity,37900,2020,toyota,sienna le,excellent,6 cylinders,gas,27500,clean,automatic,fwd,mid-size,mini-van,grey,mi,42.2634,-84.4083
southwest michigan,37900,2020,toyota,sienna le,excellent,6 cylinders,gas,27500,clean,automatic,fwd,mid-size,mini-van,grey,mi,42.2634,-84.4083
southwest michigan,15895,2019,hyundai,elantra,excellent,4 cylinders,gas,35599,clean,automatic,fwd,mid-size,sedan,grey,mi,41.672666,-86.196093
the thumb,0,2020,toyota,sienna le,excellent,6 cylinders,gas,27500,clean,automatic,fwd,mid-size,mini-van,grey,mi,42.2634,-84.4083
upper peninsula,34900,2020,ford,ranger,like new,6 cylinders,gas,13207,clean,automatic,4wd,mid-size,truck,red,mi,46.354318,-85.510368
upper peninsula,38495,2019,toyota,tundra sr double cab,excellent,8 cylinders,gas,28000,clean,automatic,4wd,full-size,truck,red,mi,45.686989,-87.141323
upper peninsula,37900,2020,toyota,sienna le,excellent,6 cylinders,gas,27500,clean,automatic,fwd,mid-size,mini-van,grey,mi,42.2634,-84.4083
upper peninsula,53950,2019,chevrolet,silverado 1500,like new,8 cylinders,gas,28207,clean,automatic,4wd,full-size,truck,black,mi,45.3559,-84.9133
bemidji,19990,2019,buick,encore,like new,4 cylinders,gas,12208,clean,automatic,fwd,mid-size,SUV,silver,mn,47.9272,-97.0672
duluth / superior,20000,2019,subaru,wrx,excellent,4 cylinders,gas,11000,clean,manual,4wd,compact,sedan,white,mn,46.672381,-92.22676
duluth / superior,22473,2020,chevrolet,equinox premier 4x4,excellent,4 cylinders,gas,17650,rebuilt,automatic,4wd,mid-size,SUV,orange,mn,45.0645,-93.3413
duluth / superior,60000,2019,chevrolet,silverado 1500,excellent,8 cylinders,diesel,65000,lien,automatic,4wd,full-size,truck,white,mn,46.8795,-92.3917
duluth / superior,55000,2020,ram,2500,like new,6 cylinders,diesel,13500,clean,automatic,4wd,full-size,pickup,grey,mn,47.9034,-91.857
duluth / superior,17582,2020,chevrolet,equinox lt,excellent,4 cylinders,gas,12458,rebuilt,automatic,4wd,mid-size,SUV,black,mn,45.0645,-93.3413
duluth / superior,18972,2020,subaru,legacy base awd,excellent,4 cylinders,gas,18560,rebuilt,automatic,4wd,full-size,sedan,blue,mn,45.0645,-93.3413
duluth / superior,21473,2020,chevrolet,equinox premier awd,excellent,4 cylinders,gas,7611,rebuilt,automatic,4wd,mid-size,SUV,grey,mn,45.0645,-93.3413
duluth / superior,40500,2020,ford,f-150,like new,6 cylinders,gas,6900,clean,automatic,4wd,full-size,sedan,red,mn,47.4156,-92.9356
